ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),Satellites in range,Temperature (F),Level (%),Voltage (Volt),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.7761,1.3264,9.1901,-2.9832,1.3012,9.2508,-0.5411,0.1449,0.2709,5.00E-04,-0.0271,-0.0534,-13.08,-14.81,-38.68,113.28,-7.62,17.87,2,64.592,19.519068,-96.915504,4350,1.13,16.129032,13 / 15,84.6,86,4.004,636710,2014-11-08 14:03:31:770
-2.8048,1.7442,8.6898,-2.7324,1.8583,9.2332,0.3027,-0.0381,-1.1159,-0.2098,-0.4892,0.3125,-13.51,-16.6,-37.76,112.54,-10.95,19.74,2,61.02,19.519068,-96.915504,4350,1.13,16.129032,13 / 15,84.6,86,4.004,637210,2014-11-08 14:03:32:270
-2.3403,2.0016,8.1499,-2.1898,2.3517,9.2652,-0.5011,-0.1791,-1.2327,-0.1142,0.1942,-0.2015,-16.53,-15.63,-35.72,108.01,-13.88,13.3,2,57.85,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,637710,2014-11-08 14:03:32:770
-1.1061,1.4736,9.2141,-1.1488,1.5634,9.6128,0.1855,-0.1128,-0.3768,0.0068,-0.244,-0.3591,-19.53,-15.25,-34.24,108.44,-10.67,10.16,2,66.446,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,638210,2014-11-08 14:03:33:270
-0.4549,1.5095,8.8358,-0.9393,1.2477,9.6815,0.101,0.4448,-0.897,-0.1747,-0.3238,-0.5028,-16.02,-22.17,-31.92,133.37,-7.31,5.54,2,72.135,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,638711,2014-11-08 14:03:33:771
0.182,0.8739,9.2751,-0.0442,0.948,9.7606,-0.0249,-0.0865,-0.4822,-0.1815,0.3116,1.0713,-19.79,-21.14,-30.06,133.18,-5.59,-1.7,2,75.985,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,639211,2014-11-08 14:03:34:271
-0.5555,1.9525,9.1327,-0.9385,1.1407,9.6948,-0.0076,0.8583,-0.5973,-0.2167,-0.5602,0.7881,-21.51,-6.58,-34.86,97.1,-6.68,5.53,2,72.104,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,639711,2014-11-08 14:03:34:771
0.4752,0.6009,9.3027,-0.0351,0.9534,9.7601,0.5907,-0.6187,-0.4272,-0.3543,-0.1303,0.1237,-22.23,-0.77,-34.76,79.26,-9.04,1.92,2,70.974,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,640212,2014-11-08 14:03:35:272
0.5124,-0.1389,9.402,-0.3481,0.807,9.7672,0.8762,-0.8042,-0.3753,0.0181,0.0715,0.0066,-22.36,-0.47,-34.65,83.09,-4.72,2.04,2,74.331,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,640712,2014-11-08 14:03:35:772
-0.3196,0.3436,9.4763,0.8014,0.345,9.7678,-1.0615,-0.1993,-0.2872,0.04,-0.2774,0.0615,-26.07,-4.2,-31.17,95.66,-2.81,-3.11,2,75.304,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,641212,2014-11-08 14:03:36:272
-2.217,1.4126,10.8565,1.4741,1.7264,9.5403,-3.489,-0.1639,1.2614,0.5275,-0.5038,1.7676,-27.77,-0.32,-29.01,75.99,-10.14,-8.78,2,69.529,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,641713,2014-11-08 14:03:36:773
2.8156,2.9748,9.1925,-0.4982,2.6861,9.4184,2.7797,0.5273,-0.3037,-0.4558,-0.7768,0.5253,-5.13,14.07,-39.11,16.34,-15.9,3.03,2,74.239,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,642213,2014-11-08 14:03:37:273
2.6133,1.7621,9.59,0.5134,2.2456,9.5323,2.4009,-0.5167,0.0541,0.3074,-0.3948,-1.7469,-14.47,10.7,-37.33,31.8,-13.24,-3.08,2,74.607,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,642713,2014-11-08 14:03:37:773
2.9556,1.0163,8.0888,3.1784,0.9591,9.2276,-0.2228,0.0572,-1.1388,-0.4636,-0.0115,0.0088,-31.45,-0.47,-24.61,78.55,-9.36,-17.84,2,72.698,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,643213,2014-11-08 14:03:38:273
1.9429,0.5016,8.6036,2.7261,0.6292,9.3991,-1.3878,-1.0278,0.9714,-0.1386,-0.3218,1.0677,-28.92,7.33,-26.48,66.16,-3.68,-16.17,2,61.604,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,643713,2014-11-08 14:03:38:773
2.7318,-0.4034,8.831,2.4411,-0.0974,9.4975,0.8103,0.2386,-0.955,0.1,0.3762,-0.375,-22.86,16.85,-28.75,41.62,-0.65,-13.76,2,66.864,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,644213,2014-11-08 14:03:39:273
2.9987,-0.3903,10.2747,2.5157,-0.4286,9.4688,0.1383,0.7637,-0.7994,-0.0078,0.1486,0.2842,-23.73,17.22,-27.42,45.74,2,-14.85,2,72.22,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,644713,2014-11-08 14:03:39:773
1.5658,-1.002,10.2975,2.0977,-0.5759,9.5623,-0.5631,-0.262,-0.3099,0.0142,-0.1217,-0.1479,-22.99,16.59,-28.26,47.53,3.37,-12.37,2,60.784,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,645213,2014-11-08 14:03:40:273
2.2685,-0.1437,8.7819,2.1663,-0.4529,9.5537,0.1848,0.2518,-0.3934,-0.0195,-0.1013,0.0332,-22.38,17.43,-28.26,44.57,2.65,-12.78,2,57.35,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,645714,2014-11-08 14:03:40:774
2.065,-0.5435,9.5876,2.2502,-0.5307,9.5302,-0.2869,0.0411,-0.1917,0.0317,-0.011,-0.0461,-22.73,17.9,-27.81,44.64,3.11,-13.18,2,63.485,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,646216,2014-11-08 14:03:41:276
1.6903,-1.3336,8.7975,1.9421,-1.0433,9.5556,0.3623,-0.1072,2.091,0.0283,0.7097,0.0966,-22.19,19.6,-26.84,44.26,6.11,-11.49,2,66.941,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,646716,2014-11-08 14:03:41:776
3.1484,-1.3575,8.758,1.9097,-1.3254,9.5272,0.2882,0.0314,1.5185,-0.3582,0.3118,0.2996,-23.03,18.76,-26.76,47.33,6.93,-13,2,64.339,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,647216,2014-11-08 14:03:42:276
2.0722,-1.1696,8.7317,2.0842,-1.1356,9.5151,-0.2419,-0.6002,1.2612,0.1927,0.6195,0.2581,-25.54,16.02,-25.21,52.86,9.31,-14.37,2,69.48,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,647716,2014-11-08 14:03:42:776
3.6667,2.9772,9.4056,2.2505,1.1031,9.481,0.6955,1.333,-0.3303,-0.1069,-0.102,0.7563,-21.8,14.47,-31.11,37.86,-7.54,-13.14,2,71.575,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,648217,2014-11-08 14:03:43:277
7.3071,1.5203,5.9364,7.7973,2.0068,5.5988,-0.4902,-0.4864,0.3377,0.7759,-0.7336,-1.135,-31.63,14.97,-11.08,24.53,-11.81,-54.32,2,76.705,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,648717,2014-11-08 14:03:43:777
7.7153,3.3543,5.8095,7.1352,3.1224,5.959,0.5801,0.2318,-0.1495,0.6441,0.6253,-0.2908,-29.42,14.84,-19.83,7.27,-18.57,-50.13,2,74.731,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,649217,2014-11-08 14:03:44:277
8.3019,0.7949,3.8247,7.4109,2.5006,5.9158,0.891,-1.7058,-2.091,-1.3307,0.2286,-1.6859,-29.39,14.99,-20.46,355.69,-13.13,-53.86,2,70.962,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,649717,2014-11-08 14:03:44:777
7.2712,1.4365,6.0118,7.8664,1.2339,5.7244,-0.5952,0.2026,0.2875,0.021,0.6597,-0.5848,-33.4,13.77,-6.43,36.05,-7.65,-55.15,2,69.476,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,650218,2014-11-08 14:03:45:278
8.0373,0.7841,5.1404,7.8968,1.0438,5.7203,0.1406,-0.2597,-0.58,-0.0063,0.1461,-0.2127,-33.9,12.73,-5.92,42.96,-5.83,-54.27,2,60.806,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,650718,2014-11-08 14:03:45:778
9.001,1.9752,5.1834,7.9831,1.1885,5.5703,1.0179,0.7867,-0.3869,-0.1527,0.1408,-0.2469,-33.96,12.54,-6.43,42.23,-7.35,-53.74,2,71.151,19.518927,-96.91547,,,158.2129,14 / 15,84.6,86,4.004,651218,2014-11-08 14:03:46:278
7.7524,1.8651,5.0314,8.0376,2.2382,5.1534,-0.2852,-0.3731,-0.122,-0.0654,0.2947,-0.2213,-35.87,7.1,-3.67,48.47,-13.19,-57.33,2,71.548,19.518927,-96.91547,,,158.2129,13 / 15,84.6,86,4.004,651718,2014-11-08 14:03:46:778
7.6327,1.8615,5.2936,8.0181,1.8928,5.3195,-0.3854,-0.0313,-0.026,0.0468,0.0178,0.09,-35.64,8.15,-4.89,48.26,-11.34,-56.01,2,68.514,19.518927,-96.91547,,,158.2129,13 / 15,84.4,86,4.019,652218,2014-11-08 14:03:47:278
7.0689,2.0195,4.6962,8.1072,1.8317,5.2047,-1.0383,0.1878,-0.5085,0.0205,-0.2096,-0.1835,-35.46,9.75,-6,42.25,-10.3,-56.66,2,56.346,19.518927,-96.91547,,,158.2129,13 / 15,84.4,86,4.019,652718,2014-11-08 14:03:47:778
8.0637,1.8435,4.9823,8.1704,1.6746,5.1585,-0.1068,0.1689,-0.1761,-0.02,0.0839,-0.0486,-35.46,9.67,-5.49,43.26,-9.83,-57.73,2,60.858,19.518927,-96.91547,,,158.2129,13 / 15,84.4,86,4.019,653219,2014-11-08 14:03:48:279
7.7321,1.9932,5.3666,8.1647,1.5957,5.1925,-0.4326,0.3975,0.1741,0.1415,-0.1466,0.1466,-35.31,9.61,-5.79,42.62,-9.66,-56.88,2,76.978,19.518927,-96.91547,,,158.2129,13 / 15,84.4,86,4.019,653719,2014-11-08 14:03:48:779
6.6451,1.5191,5.6767,8.1669,1.6299,5.1784,-1.5218,-0.1108,0.4983,0.8173,0.5912,0.3257,-34.67,12.71,-6.88,34.95,-9.57,-57.62,2,76.283,19.518927,-96.91547,,,158.2129,13 / 15,84.4,86,4.019,654219,2014-11-08 14:03:49:279
6.754,2.873,5.7676,7.7444,1.8599,5.7215,-0.9988,0.6779,-0.5368,0.0644,0.3518,0.2542,-29.72,17.5,-18.14,8.17,-10.32,-53.63,2,69.87,19.518927,-96.91547,,,158.2129,13 / 15,84.4,86,4.019,654719,2014-11-08 14:03:49:779
7.8278,0.9708,5.521,7.1204,1.2609,6.6242,0.9864,-0.3966,-0.7991,-0.8808,0.0686,-0.8612,-30.77,15.74,-16.77,23.15,-7.39,-47.07,2,59.667,19.518927,-96.91547,,,158.2129,13 / 15,84.4,86,4.019,655219,2014-11-08 14:03:50:279
4.3395,-1.4964,7.5765,7.4048,-1.2253,6.3117,-3.0653,-0.2711,1.2647,-0.508,0.0603,0.0559,-32.83,15.46,-5.9,49.43,3.51,-49.55,2,71.486,19.518927,-96.91547,,,158.2129,13 / 15,84.4,86,4.019,655719,2014-11-08 14:03:50:779
6.9576,-2.5666,6.7098,7.1335,-2.648,6.1864,-0.1759,0.0814,0.5233,0.629,-0.3086,-0.1725,-30.53,20.48,-4.05,55.08,13.91,-47.13,2,76.389,19.518927,-96.91547,,,158.2129,13 / 15,84.4,86,4.019,656220,2014-11-08 14:03:51:280
7.0916,0.0898,4.8782,7.5667,-0.2331,6.2339,0.4087,-0.2969,-0.2578,0.2757,0.1095,-0.2896,-32.53,16.14,-8.47,45.96,1.62,-50.36,2,67.114,19.518927,-96.91547,,,158.2129,13 / 15,84.4,86,4.019,656721,2014-11-08 14:03:51:781
7.7728,-0.346,5.7688,7.7774,-0.3834,5.9611,-0.0928,0.0914,-0.0717,-0.4226,0.1508,-0.8015,-31.88,17.63,-8.68,37.83,1.27,-51.89,2,76.432,19.518927,-96.91547,,,158.2129,13 / 15,84.4,86,4.019,657221,2014-11-08 14:03:52:281
7.2508,-0.9373,6.2884,7.7887,-0.7155,5.9156,-0.5074,-0.0958,0.3493,-0.4362,0.0851,-0.0354,-33.4,13.16,-4.18,57.05,4.18,-52.78,2,68.908,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,657723,2014-11-08 14:03:52:783
7.2377,-2.1141,6.3686,7.2644,-1.5688,6.3983,-0.0084,-0.5312,-0.047,-0.0327,0.0556,-0.0927,-32.61,14.28,-5.66,60.46,8.07,-49.95,2,75.188,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,658223,2014-11-08 14:03:53:283
6.4105,-1.9632,7.0006,6.7197,-1.9176,6.8803,-0.2971,-0.0438,0.1091,0.1098,-0.1449,0.2108,-31.43,16.55,-8.28,55.7,11.28,-44.32,2,71.822,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,658723,2014-11-08 14:03:53:783
6.7828,-1.7107,7.2077,6.7073,-1.8837,6.9018,0.0954,0.1741,0.2869,0.042,-0.0795,0.0476,-30.68,17.88,-8.68,52.73,11.27,-44.1,2,74.246,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,659223,2014-11-08 14:03:54:283
6.2692,-1.3922,6.4835,6.9325,-1.0467,6.8568,-0.6577,-0.7678,-0.4301,0.505,-0.0856,-0.65,-30.7,17.67,-8.85,49.31,8.9,-44.91,2,76.077,19.518469,-96.91541,,,8780.6455,13 / 15,84.4,86,4.019,659724,2014-11-08 14:03:54:784
7.7836,1.3024,5.3953,7.5413,0.7224,6.2271,0.3403,0.857,-0.9741,0.204,-0.3162,-0.1844,-29.44,18.23,-13.89,25.32,-2.12,-47.9,2,72.315,19.518469,-96.91541,,,8780.6455,13 / 15,84.4,86,4.019,660225,2014-11-08 14:03:55:285
6.7109,1.9357,6.7672,7.734,0.595,6.0001,-0.9344,1.4242,0.6469,-0.7861,0.0573,-0.3325,-32.44,13.77,-8.28,30.99,-3.89,-52.68,2,68.698,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,660725,2014-11-08 14:03:55:785
6.8678,-2.2003,6.8929,6.1374,-0.7575,7.6111,0.7188,-1.5997,-0.7228,-0.283,0.0971,0.0215,-34.54,6.95,-11.24,73.55,2.12,-39.85,2,57.215,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,661226,2014-11-08 14:03:56:286
5.8179,-1.4186,7.343,6.1619,-1.3828,7.5026,-0.3331,0.063,-0.1497,0.0059,-0.0239,-0.0761,-34.13,7.76,-10.49,81.34,7.23,-38.84,2,71.585,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,661726,2014-11-08 14:03:56:786
6.4201,-1.6221,7.4436,6.3128,-1.3851,7.3756,0.1185,-0.0945,0.0865,0.2103,0.0034,-0.1554,-34.07,8.38,-9.35,81.19,9.54,-40.75,2,66.834,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,662227,2014-11-08 14:03:57:287
5.9819,-1.1133,7.2281,6.4305,-1.2342,7.3004,-0.4195,0.1236,-0.0973,0.019,-0.0715,0.0081,-34.82,7.08,-9.09,81.26,7.33,-41.11,2,75.178,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,662727,2014-11-08 14:03:57:787
6.2932,-1.2845,7.1347,6.3936,-1.1018,7.3538,-0.3123,-0.2282,-0.1508,0.0088,-0.0066,0.0671,-34.9,6.65,-9.39,80.01,6.45,-41,2,58.796,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,663228,2014-11-08 14:03:58:288
6.6272,-0.65,7.434,6.3337,-0.7888,7.4453,-0.1327,-0.2491,0.0078,0.0966,-0.0893,-0.0947,-35.16,6.02,-9.88,81.95,5.91,-40.46,2,56.223,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,663728,2014-11-08 14:03:58:788
7.0102,-0.1137,7.3071,6.2927,-0.8591,7.4723,0.5991,0.4329,-0.243,0.0761,-0.143,-0.2955,-35.01,5.12,-10.4,83.45,5.03,-40.1,2,64.736,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,664228,2014-11-08 14:03:59:288
7.519,0.8535,6.5673,6.8791,0.3233,6.9817,1.1391,0.14,-0.084,-0.3713,0.172,-0.6907,-35.98,-1.76,-7.96,91.52,-2.69,-42.85,2,61.423,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,664728,2014-11-08 14:03:59:788
0.814,2.4624,9.8378,3.0259,2.2594,9.0504,-1.8514,-0.3667,0.2156,-1.864,0.7078,0.0127,-30.81,-14.36,-19.42,112.74,-11.67,-30.14,2,61.608,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,665228,2014-11-08 14:04:00:288
3.5015,0.8056,9.1734,3.1832,0.972,9.2246,-0.3864,0.338,0.6904,-0.933,-0.1369,-0.07,-29.8,-10.53,-24.44,110.63,-5.69,-19.04,2,68.763,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,665728,2014-11-08 14:04:00:788
2.9125,-0.0826,9.5265,3.065,-0.0407,9.3153,-0.4687,-0.0321,-0.0346,-0.0249,-0.0666,-0.1918,-29.57,-6.82,-25.71,108.8,0.05,-17.74,2,75.043,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,666228,2014-11-08 14:04:01:288
2.9724,0.0335,9.2931,3.0061,-0.1506,9.3333,-0.4638,-0.1943,0.1269,-0.0678,0.0939,0.012,-29.82,-7.48,-25.51,109.06,0.08,-18.16,2,59.269,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,666729,2014-11-08 14:04:01:789
2.3655,1.3264,10.0365,2.7305,0.7122,9.3919,0.1925,0.9389,0.5912,0.5748,0.3108,0.3696,-30.19,-7.72,-25.56,109.44,-0.97,-17.05,2,61.336,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,667230,2014-11-08 14:04:02:290
6.5613,2.3547,6.2309,6.42,2.3889,7.0176,-0.6604,-0.0786,-1.0573,-0.4372,-3.0917,-0.5655,-34.69,-11.66,-2.19,102.72,-14.1,-42.45,2,76.918,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,667730,2014-11-08 14:04:02:790
8.0014,3.9444,-0.6907,8.9796,3.8969,-0.5929,0.3111,0.011,-1.3086,-0.6861,-1.0752,-0.8852,-19.27,-15.76,25.66,104.68,-23.41,-93.78,2,75.674,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,668230,2014-11-08 14:04:03:290
10.3118,3.8331,-1.7538,9.3162,1.9694,-2.3453,0.1209,0.8383,-1.7762,0.8686,-1.0735,-0.5785,-13.12,-14.21,30.13,115.74,-16.2,-98.02,2,56.096,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,668730,2014-11-08 14:04:03:790
8.4144,2.7461,-7.4053,8.0511,2.2289,-5.1363,0.1811,1.6705,-2.4053,0.08,-2.251,-0.446,-5.43,-9.76,34.16,102.42,-10.82,-114.82,0,58.548,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,669230,2014-11-08 14:04:04:290
3.3064,2.1679,-8.169,4.6306,2.9464,-8.1269,-2.2531,0.0019,0.0557,-0.464,0.2755,-0.934,18.14,-7.27,32.2,92.11,-15.35,-155.5,0,66.659,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,669730,2014-11-08 14:04:04:790
5.9807,3.1113,-7.7105,6.9503,3.0645,-6.2026,0.144,0.1364,-1.6818,0.3665,0.2106,0.1183,1.29,-6.43,35.44,87.11,-18.21,-131.75,2,60.059,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,670231,2014-11-08 14:04:05:291
8.4862,3.9768,-4.1587,8.1536,3.4629,-4.2068,0.3045,0.3709,0.4055,0.3928,0.5743,-0.2201,-8.49,-9.18,33.62,89.54,-20.97,-120.25,2,57.819,19.518469,-96.91541,,,8780.6455,13 / 15,84.4,86,4.019,670731,2014-11-08 14:04:05:791
8.8849,4.1228,-2.8,8.5353,3.9018,-2.8453,-1.6231,-0.2618,1.1884,-0.1791,-0.5148,0.1957,-17.22,-8.13,30.04,81.25,-22.79,-110.72,2,67.852,19.518469,-96.91541,,,8780.6455,13 / 15,84.4,86,4.019,671232,2014-11-08 14:04:06:292
6.1986,5.3139,0.4764,7.0628,5.4286,4.1009,-0.0808,0.0856,-2.0425,-0.8271,0.0283,-0.3791,-31.93,-18.08,5.75,90.64,-25.02,-88.41,2,74.147,19.518469,-96.91541,,,8780.6455,13 / 15,84.4,86,4.019,671732,2014-11-08 14:04:06:792
7.7225,3.7852,0.2562,8.7373,4.1266,-1.6735,0.6961,0.183,1.3392,-0.6065,-0.5109,0.0622,-18.05,-18.2,25.84,107.14,-24.89,-100.84,2,72.19,19.518469,-96.91541,,,8780.6455,13 / 15,84.4,86,4.019,672232,2014-11-08 14:04:07:292
9.9539,3.875,-2.0243,8.829,3.5891,-2.3105,0.8662,-0.2266,-0.8192,0.0112,0.8105,-0.152,-13.77,-14.58,30.02,103.19,-21.15,-111.13,2,56.807,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,672732,2014-11-08 14:04:07:792
9.2117,4.2294,-1.3743,8.8467,4.07,-1.1582,-0.2354,0.3681,0.2464,0.1742,0.5097,-0.1783,-22.19,-12.89,24.81,93.72,-24.52,-97.46,2,57.853,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,673233,2014-11-08 14:04:08:293
8.9088,3.8295,-1.5143,8.8939,3.8598,-1.4733,0.1024,0.1533,1.0786,-0.0137,-0.0922,0.0693,-21.14,-11.53,26.11,93.1,-23.18,-99.41,2,59.211,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,673734,2014-11-08 14:04:08:794
8.5593,4.3096,-0.51,8.8518,4.0835,-1.0683,0.1496,0.0372,0.5698,-0.2947,0.3547,-0.1918,-21.65,-12.48,25.19,92.42,-23.32,-98.75,2,66.918,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,674235,2014-11-08 14:04:09:295
9.991,2.3966,-9.3805,7.8606,3.8427,-4.4288,0.7301,0.4823,-1.8125,1.0076,0.3516,0.6007,-6.99,-15.1,32.16,102.13,-23.07,-119.4,2,76.871,19.518469,-96.91541,,,8780.6455,13 / 15,84.4,86,4.019,674736,2014-11-08 14:04:09:796
6.9983,4.0259,-3.2274,7.7922,4.766,-3.569,1.481,3.3039,1.8119,-0.1347,1.2599,-0.6529,-7.05,-17.5,30.88,105.84,-21.46,-122.6,2,76.757,19.518469,-96.91541,,,8780.6455,13 / 15,84.4,86,4.019,675236,2014-11-08 14:04:10:296
8.6072,4.549,-3.6512,8.2364,4.1985,-3.2717,0.0159,0.2935,0.5704,-0.0259,-0.0949,-0.0339,-15.18,-11.79,29.87,89.86,-25.85,-111.33,2,72.537,19.518469,-96.91541,,,8780.6455,13 / 15,84.4,86,4.019,675737,2014-11-08 14:04:10:797
9.3111,4.9249,-1.9597,8.3253,4.0558,-3.2264,-0.5202,0.1479,3.9302,0.3391,0.7995,0.1976,-16.1,-11.04,29.76,88.35,-24.43,-111.18,2,71.876,19.518469,-96.91541,,,8780.6455,13 / 15,84.4,86,4.019,676237,2014-11-08 14:04:11:297
10.6494,4.9859,-4.5885,8.2789,5.0352,1.5092,0.1068,0.2874,-3.7163,-0.4489,0.8403,-0.3089,-32.8,-13.7,9.58,76.67,-30.89,-79.67,2,75.921,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,676737,2014-11-08 14:04:11:797
3.3196,4.968,6.924,5.2272,5.1962,6.4689,-2.5946,-0.4593,2.7217,-0.1064,-0.0332,-0.5487,-34.61,-12.78,-11.94,70.67,-30.25,-45.56,2,76.636,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,677241,2014-11-08 14:04:12:301
2.4541,5.5246,5.8419,3.631,5.6641,7.1347,-1.177,-0.1394,-1.2929,-0.0054,-0.4206,-0.0629,-30.75,-16.9,-20.13,74.97,-33.17,-31.82,2,67.731,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,677742,2014-11-08 14:04:12:802
3.5015,5.0613,7.6794,3.6267,5.0515,7.5828,-0.1252,0.0098,0.0966,0.1444,-0.2071,-0.7932,-29.84,-19.1,-20.76,89.55,-31,-25.56,2,62.613,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,678242,2014-11-08 14:04:13:302
2.3475,3.5757,8.3594,2.8657,4.3802,8.2929,-0.5182,-0.8044,0.0665,0.0712,0.1832,0.0983,-29.57,-14.41,-24.7,83.21,-26.53,-19.06,2,57.889,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,678743,2014-11-08 14:04:13:803
3.7362,5.1846,8.1606,3.0881,4.716,8.0246,-0.3683,0.3238,-0.2506,0.0927,0.1017,-0.1627,-29.8,-14.62,-22.25,84.59,-28.74,-21.05,2,61.23,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,679243,2014-11-08 14:04:14:303
2.7354,4.6615,8.0182,3.0232,4.8803,7.9507,-0.4063,-0.2954,0.3045,0.0483,-0.0612,-0.0651,-29.46,-15.4,-22.06,83.05,-29.85,-20.82,2,69.372,19.518469,-96.91541,,,8780.6455,14 / 15,84.4,86,4.019,679743,2014-11-08 14:04:14:803
1.4928,3.1711,7.5788,2.8779,4.979,7.9434,-1.3851,-1.8079,-0.3645,-0.6568,0.2796,-0.4548,-29.14,-17.28,-21.98,86.83,-31.23,-18.9,2,61.197,19.519264,-96.91558,,,309.6774,14 / 15,84.4,86,4.019,680243,2014-11-08 14:04:15:303
0.6668,4.0941,9.3146,0.9093,4.4379,8.6976,-0.2425,-0.3438,0.617,0.1898,0.3874,0.0027,-23.11,-18.93,-27.6,100.61,-24.02,-7.39,2,74.386,19.519264,-96.91558,,,309.6774,dic-15,84.4,86,4.019,680743,2014-11-08 14:04:15:803
0.4609,6.049,7.6148,0.868,6.1556,7.5846,-0.4561,-0.3319,0.0707,0.1113,-0.0998,-0.0644,-23.31,-26.59,-20,108.96,-38.54,-7,2,64.818,19.519264,-96.91558,,,309.6774,dic-15,84.4,86,4.019,681244,2014-11-08 14:04:16:304
