ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),Satellites in range,Temperature (F),Level (%),Voltage (Volt),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.9888,1.4353,9.7384,0.1704,0.3016,9.8005,-1.1592,1.1337,-0.0621,-0.4348,0.3672,-0.374,-2.7,12.28,-30.19,8.51,-5.69,-1.47,2,56.748,19.519571,-96.91552,4375.16,1.13,16.129032,15 / 16,86.7,88,4.021,305834,2014-11-08 13:58:00:894
1.8998,-0.7961,10.0161,0.6388,0.5094,9.7726,1.261,-1.3055,0.2436,0.142,-0.0698,0.3406,-3.67,12.71,-28.54,14.07,-1.44,-1.11,2,54.64,19.519579,-96.91551,4374.52,2.02,16.129032,15 / 16,86.7,88,4.021,306334,2014-11-08 13:58:01:394
0.2095,0.9529,9.4248,0.4244,1.046,9.7415,-0.2149,-0.0931,-0.3167,-0.0839,0.0446,0.0146,-2.68,11.47,-29.35,7.03,-5.87,-2.53,2,56.117,19.519579,-96.91551,4374.52,2.02,16.129032,15 / 16,86.7,88,4.021,306834,2014-11-08 13:58:01:894
0.0778,0.9206,9.6678,0.1664,0.6635,9.7828,-0.0886,0.257,-0.115,-0.0473,-0.0925,0.0227,-2.46,12.05,-28.62,6.17,-3.88,-0.97,2,59.241,19.51958,-96.915504,4373.23,0.9,16.129032,16 / 16,86.7,88,4.021,307335,2014-11-08 13:58:02:395
0.3065,0.2813,9.5792,0.3498,0.3611,9.7938,-0.0433,-0.0798,-0.2146,-0.0405,-0.0249,-0.0105,-3.22,12.41,-28.02,9.47,-2.54,-1.62,2,58.234,19.51958,-96.915504,4373.23,0.9,16.129032,16 / 16,86.7,88,4.021,307835,2014-11-08 13:58:02:895
0.1185,0.4645,9.7264,0.412,0.245,9.7949,-0.2935,0.2194,-0.0685,-0.02,-0.0532,-0.0173,-3.45,12.24,-28.11,7.68,-1.63,-2.6,2,57.886,19.519585,-96.9155,4370.97,0.45,16.129032,16 / 16,86.7,88,4.021,308336,2014-11-08 13:58:03:396
0.3627,0.4776,9.7803,0.3731,0.2997,9.795,-0.0954,0.2115,-0.0685,-0.0278,-0.0332,-0.0227,-3.6,12.01,-27.62,12.57,-1.95,-2.27,2,54.99,19.519585,-96.9155,4370.97,0.45,16.129032,16 / 16,86.7,88,4.021,308836,2014-11-08 13:58:03:896
0.4453,0.3867,9.5517,0.3697,0.3282,9.7942,-0.0896,0.1075,-0.1072,-0.019,0.0666,-0.0046,-3.41,12.54,-27.85,11.76,-1.84,-2.68,2,53.722,19.519585,-96.9155,4370.97,0.45,16.129032,16 / 16,86.7,88,4.021,309336,2014-11-08 13:58:04:396
0.3555,0.5387,9.7288,0.4053,0.34,9.7924,0.0938,0.0957,-0.0456,0.0098,0.012,-0.0159,-3.28,12.43,-27.27,8.9,-1.96,-2.07,2,68.302,19.519585,-96.9155,4370.97,0.45,16.129032,16 / 16,86.7,88,4.021,309837,2014-11-08 13:58:04:897
0.401,0.5974,9.8593,0.3748,0.3739,9.7923,0.1519,0.1684,0.0849,0.0278,-0.0132,-0.0029,-2.85,12.16,-27.38,8.73,-2.06,-2.14,2,69.701,19.519585,-96.9155,4370.97,0.45,16.129032,16 / 16,86.7,88,4.021,310337,2014-11-08 13:58:05:397
-0.4202,2.5331,11.6538,0.6696,1.6105,9.6503,-0.01,1.4601,4.8322,0.6495,0.2293,0.2164,-1.46,12.97,-30.66,6.15,-3.94,-2.85,2,63.526,19.519585,-96.9155,4370.97,0.45,16.129032,16 / 16,86.7,88,4.021,310837,2014-11-08 13:58:05:897
-0.6261,3.049,8.5748,-0.8892,4.7,8.5609,0.8784,-1.8401,-2.749,-0.1898,0.5287,-0.0642,10.64,7.16,-40.01,338.31,-27.91,1.49,2,58.874,19.519585,-96.9155,4370.97,0.45,16.129032,16 / 16,86.7,88,4.021,311337,2014-11-08 13:58:06:397
-0.5459,5.436,6.9288,-0.2435,5.1578,8.3372,0.2854,0.6937,-0.5477,0.6065,-0.0517,0.282,15.85,4.4,-40.09,329,-31.73,1.67,2,71.289,19.519585,-96.9155,4370.97,0.45,16.129032,16 / 16,86.7,88,4.021,311838,2014-11-08 13:58:06:898
0.9565,6.7062,6.5853,-0.1443,6.1903,7.6046,0.0569,-0.4969,-0.6997,-0.7954,0.7607,-0.404,17.02,-3.47,-40.16,323.25,-40.38,-0.77,2,74.063,19.519585,-96.9155,4370.97,0.45,16.129032,14 / 16,86.7,88,4.021,312338,2014-11-08 13:58:07:398
-0.674,7.1766,7.0677,-1.1289,6.2762,7.4502,0.4549,0.9004,-0.3825,-0.0737,0.0068,-0.4111,22.47,-2.19,-36.88,325.95,-39.79,8.62,2,73.597,19.519585,-96.9155,4370.97,0.45,16.129032,14 / 16,86.7,88,4.021,312838,2014-11-08 13:58:07:898
-1.555,5.0015,7.2712,-1.3666,5.735,7.8366,-0.1884,-0.7335,-0.5654,0.2728,-0.2242,-0.8464,13.85,5.23,-40.84,343.58,-35.94,10.42,2,70.937,19.519585,-96.9155,4370.97,0.45,16.129032,15 / 16,86.7,88,4.021,313338,2014-11-08 13:58:08:398
-1.8172,5.7209,8.6155,-1.2464,4.889,8.4092,-0.3793,0.4867,-0.0878,-0.2523,-0.1147,0.0781,7.96,8.85,-42.09,356.55,-29.9,8.43,2,59.6,19.519585,-96.9155,4370.97,0.45,16.129032,15 / 16,86.7,88,4.021,313839,2014-11-08 13:58:08:899
-3.9744,4.7082,9.3601,-1.5726,4.7048,8.4594,-1.3272,-0.6275,-0.3796,-0.468,0.1796,1.245,14.81,8.96,-39.67,344.48,-28.8,10.02,2,75.261,19.519585,-96.9155,4370.97,0.45,16.129032,15 / 16,86.7,88,4.021,314339,2014-11-08 13:58:09:399
-1.8208,3.3471,8.6084,-1.9377,5.4186,7.9407,0.6983,0.7219,-0.1285,-1.2301,1.2453,1.379,32.7,-7.53,-26.03,294.15,-33.54,13.71,2,73.731,19.519585,-96.9155,4370.97,0.45,16.129032,15 / 16,86.7,88,4.021,314840,2014-11-08 13:58:09:900
-2.1213,2.9832,9.0692,-2.2507,3.9095,8.7075,-0.2052,-1.5039,1.357,-0.93,-0.0063,1.592,27.64,-27.19,-14.37,252.96,-26.58,18.92,2,65.509,19.51958,-96.915504,4368.39,3.15,16.129032,16 / 16,86.7,88,4.021,315340,2014-11-08 13:58:10:400
-2.4612,3.5686,7.78,-2.1168,3.9924,8.7035,-0.6527,0.0097,-0.4473,-0.305,0.6802,1.1872,1.67,-37.26,-18.95,174.42,-24.02,13.67,2,55.897,19.51958,-96.915504,4368.39,3.15,16.129032,16 / 16,86.7,88,4.021,315841,2014-11-08 13:58:10:901
-1.6269,3.565,8.1786,-2.0993,4.2071,8.606,0.1809,0.3501,-1.0213,0.021,0.1391,-0.4643,-8.02,-34.9,-21.95,150.72,-25.57,13.73,2,74.371,19.51958,-96.915504,4368.39,3.15,16.129032,16 / 16,86.7,88,4.021,316341,2014-11-08 13:58:11:401
-2.7426,5.363,8.7436,-2.1853,4.5486,8.4086,-0.777,0.0173,0.9112,0.1186,0.1525,0.3035,-6.33,-36.17,-21.66,154.53,-25.5,14.83,2,72.3,19.519571,-96.91551,4368.39,2.7,16.129032,16 / 16,86.7,88,4.021,316841,2014-11-08 13:58:11:901
-1.9704,4.7465,9.3745,-2.2028,4.6981,8.3214,-0.8851,0.1541,-0.2559,0.2708,0.2542,-0.1823,-13.04,-34.01,-22.6,139.06,-29.23,11.34,2,57.697,19.519567,-96.91551,4368.39,2.02,16.129032,16 / 16,86.7,88,4.021,317341,2014-11-08 13:58:12:401
-2.9688,4.0259,8.7293,-2.3864,4.8821,8.1634,0.372,-1.2347,-1.0341,0.1122,0.3216,-0.3513,-2.79,-38.77,-17.33,156.78,-29.86,16.3,2,71.182,19.519567,-96.91551,4368.39,2.02,16.129032,16 / 16,86.7,88,4.021,317842,2014-11-08 13:58:12:902
-1.8244,4.0043,8.169,-2.3566,4.6181,8.324,-0.0848,-0.3664,-0.0667,0.0532,-0.1017,-0.0495,-3.62,-37.71,-19.1,161.01,-26.14,16.2,2,58.746,19.519558,-96.91551,4367.74,1.35,16.129032,16 / 16,86.7,88,4.021,318343,2014-11-08 13:58:13:403
-2.3774,3.9648,9.3027,-1.9339,3.9482,8.766,-1.0709,0.5626,0.0216,0.2523,-0.0608,0.2598,-4.29,-36.64,-19.83,163.35,-23.74,12.44,2,66.599,19.519558,-96.91551,4367.74,1.35,16.129032,16 / 16,86.7,88,4.021,318843,2014-11-08 13:58:13:903
-2.6133,4.7992,7.5609,-2.6101,5.0048,8.0193,1.7203,0.0831,-1.4742,-0.6065,-0.8261,0.1647,-11.6,-34.35,-21.21,139.46,-30.69,18.03,2,75.073,19.519558,-96.91551,4367.74,1.35,16.129032,16 / 16,86.7,88,4.021,319343,2014-11-08 13:58:14:403
-3.322,5.5557,6.0825,-2.0608,4.3242,8.5571,-1.2045,1.2891,-2.4897,-0.1718,0.5741,0.1688,-9.5,-35.48,-20.9,148.02,-26.16,13.54,2,67.975,19.519846,-96.91549,,,188.70969,16 / 16,86.7,88,4.021,319844,2014-11-08 13:58:14:904
-2.9389,4.8423,6.7373,-2.4397,4.8339,8.1763,-0.5842,0.153,-1.5474,0.1479,0.751,1.0001,-17.77,-26.99,-27.38,118,-29.53,16.61,2,72.79,19.519846,-96.91549,,,188.70969,16 / 16,86.7,88,4.021,320344,2014-11-08 13:58:15:404
-3.8415,7.0186,6.1268,-3.2086,4.9766,7.8172,-0.5754,1.953,-1.6091,-0.3806,-0.5714,-0.0983,-16.12,-23.8,-32.65,111.21,-31.18,19.36,2,75.308,19.519846,-96.91549,,,188.70969,16 / 16,86.7,88,4.021,320844,2014-11-08 13:58:15:904
-1.6963,5.4636,7.6543,-2.174,5.4482,7.8588,0.8274,-0.0212,-0.0735,-0.1156,-0.4138,-0.0461,-19.57,-18.98,-32.81,92.22,-33.75,15.46,2,78.372,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,321345,2014-11-08 13:58:16:405
-0.6225,5.715,8.5138,-1.2749,4.1793,8.7794,0.7161,0.4771,-0.8921,0.2118,-0.3006,-0.2406,-23.95,-14.99,-31.84,93.12,-25.22,8.26,2,72.305,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,321846,2014-11-08 13:58:16:906
-1.3132,4.0654,9.6474,-1.3044,4.5587,8.5841,-0.7605,-0.4199,1.4709,-0.3391,-0.1854,0.2633,-23.09,-19.12,-30.19,95.36,-32.05,10.32,2,66.923,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,322346,2014-11-08 13:58:17:406
-1.1887,3.571,8.8406,-0.6738,3.9756,8.9393,0.9788,0.1395,-0.541,-0.0976,-1.581,0.1666,-25.15,-18.83,-28.54,103.3,-23.92,4.31,2,68.058,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,322846,2014-11-08 13:58:17:906
-0.1915,3.6679,9.3577,0.052,3.1949,9.2715,0.3808,0.2732,-0.9058,-0.4426,0.2132,0.1025,-27.01,-18.93,-26.44,107.29,-22.67,-0.69,2,57.918,19.519846,-96.91549,,,188.70969,16 / 16,86.4,88,4.046,323347,2014-11-08 13:58:18:407
0.3986,3.9193,8.4515,-1.2539,3.5104,9.0706,2.0448,-3.2946,9.5311,0.2186,0.8573,0.7473,-24.31,-13.77,-33.11,95.14,-20.97,7.87,2,54.195,19.519846,-96.91549,,,188.70969,16 / 16,86.4,88,4.046,323848,2014-11-08 13:58:18:908
0.0132,5.7509,9.0393,0.4995,5.9335,7.792,-0.7144,-1.5532,-3.1394,-0.7973,-1.8899,-1.0237,-24.04,-16.7,-31.45,74.45,-37.23,-3.67,2,73.964,19.519846,-96.91549,,,188.70969,16 / 16,86.4,88,4.046,324348,2014-11-08 13:58:19:408
-1.002,3.1615,8.3234,0.8949,2.9707,9.3029,-0.815,-1.0789,-1.1183,0.1439,-0.3238,-0.3233,-26.48,-20.58,-26.07,116.02,-17.63,-5.49,2,52.612,19.519846,-96.91549,,,188.70969,16 / 16,86.4,88,4.046,324848,2014-11-08 13:58:19:908
-1.1253,1.64,9.0513,-0.3109,1.1454,9.7346,1.0536,-0.3092,1.9779,-0.8217,0.4199,-0.1037,-25.6,-9.8,-34.13,105.41,-9.73,0.9,2,67.599,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,325348,2014-11-08 13:58:20:408
-1.5634,2.6025,8.6993,-0.4135,1.8523,9.6212,0.1863,0.4093,0.0736,-0.4553,-0.4675,-0.7578,-23.93,-13.64,-33.25,106.9,-10.89,2.46,2,73.862,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,325848,2014-11-08 13:58:20:908
-1.1887,1.2127,9.335,0.0019,1.0859,9.7463,-0.6599,0.0208,-0.0385,-0.12,-0.0237,0.0244,-24.66,-14.99,-31.92,113.35,-6.67,-2.57,2,58.3,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,326348,2014-11-08 13:58:21:408
-0.085,1.6149,9.596,-0.1262,1.2955,9.7199,-0.5205,0.0225,0.1488,0.1161,0.0688,0.029,-23.58,-16.19,-32.25,115.56,-7.59,0.74,2,54.247,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,326848,2014-11-08 13:58:21:908
-0.4046,1.5203,10.1454,-0.227,1.3432,9.7116,0.1244,0.3881,0.6878,0.0234,0.3809,0.0085,-24.83,-13.57,-32.37,110.87,-7.74,1.73,2,57.125,19.519846,-96.91549,,,188.70969,16 / 16,86.4,88,4.046,327349,2014-11-08 13:58:22:409
-0.6596,1.2582,9.5493,-0.3048,1.2376,9.7235,-0.2499,0.0329,-0.1719,-0.0303,0.0873,-0.0281,-24.42,-12.76,-32.76,109.14,-7.35,2.43,2,54.254,19.519846,-96.91549,,,188.70969,16 / 16,86.4,88,4.046,327850,2014-11-08 13:58:22:910
-0.4381,1.3455,9.7396,-0.4075,1.2087,9.7233,-0.089,0.1326,0.0145,0.0722,-0.0268,-0.0442,-24.57,-12.74,-32.81,108.78,-7.13,2.2,2,56.942,19.519846,-96.91549,,,188.70969,14 / 16,86.4,88,4.046,328350,2014-11-08 13:58:23:410
-0.3747,1.5419,9.6726,-0.6141,1.2246,9.7105,0.1787,0.3182,-0.0417,0.0478,0.112,-0.0556,-24.27,-12.95,-32.72,109.06,-7.25,3.11,2,54.762,19.519846,-96.91549,,,188.70969,14 / 16,86.4,88,4.046,328850,2014-11-08 13:58:23:910
-0.4848,1.3719,9.6474,-0.6808,1.1427,9.716,0.1827,0.2318,-0.0698,0.0449,-0.142,0.0332,-24.06,-12.67,-33.13,109.09,-7.06,3.83,2,53.474,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,329350,2014-11-08 13:58:24:410
-0.6524,1.2905,9.6343,-0.6763,1.237,9.7048,0.0448,0.0572,-0.0695,0.0351,-0.0373,0.0012,-24.18,-12.61,-32.55,109.08,-7,4.15,2,69.26,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,329851,2014-11-08 13:58:24:911
0.4154,2.6133,10.0066,-0.5473,1.5636,9.6657,1.0397,1.0278,0.3491,0.1679,0.1071,-0.2064,-23.56,-15.8,-31.18,111.23,-7.06,2.46,2,59.553,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,330351,2014-11-08 13:58:25:411
-0.8547,2.7378,9.3661,-0.4114,2.4881,9.4769,-0.4294,0.1726,-0.0895,-0.0249,0.0576,0.3313,-21.83,-23.37,-27.92,123.85,-15.05,2.12,2,64.35,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,330851,2014-11-08 13:58:25:911
0.3627,1.8603,9.6247,0.0976,1.5744,9.679,0.4696,0.3275,-0.0608,-0.061,-1.0591,0.7227,-26.44,-12.95,-30.96,108.4,-8.97,4.9,2,62.975,19.519846,-96.91549,,,188.70969,14 / 16,86.4,88,4.046,331351,2014-11-08 13:58:26:411
-0.8248,1.7909,9.6702,-0.6562,1.5111,9.6673,-0.1424,0.3001,0.0016,0.0571,-0.0949,-0.02,-25.09,-12.5,-32.85,106.13,-9.22,3.5,2,54.813,19.519846,-96.91549,,,188.70969,14 / 16,86.4,88,4.046,331852,2014-11-08 13:58:26:912
-0.9301,1.6903,9.7217,-0.7087,1.5475,9.6578,-0.1875,0.1491,0.0654,0.0742,-0.0827,-0.0054,-24.64,-12.44,-32.76,104.25,-9.08,4.2,2,52.773,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,332352,2014-11-08 13:58:27:412
-0.5578,1.7358,9.517,-0.5681,1.7016,9.6412,0.0189,0.0135,-0.12,0.0117,-0.0295,0.0081,-25.34,-12.78,-32.14,105.57,-10.02,3.74,2,53.556,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,332852,2014-11-08 13:58:27:912
-0.674,1.4353,9.3075,-0.6919,1.6818,9.6366,0.0179,-0.2464,-0.3291,0.0507,0.0324,-0.0227,-25.11,-12.52,-32.5,105.8,-9.76,4.16,2,54.292,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,333353,2014-11-08 13:58:28:413
-0.2729,1.7597,9.7384,-0.6502,1.6416,9.6464,0.3772,0.1181,0.092,0.041,-0.1061,-0.0083,-25.45,-12.33,-32.08,104.02,-9.64,3.86,2,56.476,19.519846,-96.91549,,,188.70969,15 / 16,86.4,88,4.046,333853,2014-11-08 13:58:28:913
-0.8272,1.7334,9.5301,-0.7753,1.6023,9.6437,-0.0519,0.1311,-0.1136,0.0044,0.0437,-0.0176,-25.37,-11.96,-32.48,104.28,-9.34,4.54,2,53.895,19.519846,-96.91549,,,188.70969,13 / 16,86.4,88,4.046,334357,2014-11-08 13:58:29:417
-0.316,1.8447,9.7767,-0.7712,1.5796,9.6478,0.4552,0.2651,0.1289,0.0356,0.0498,-0.029,-25.45,-11.94,-32.78,103.52,-9.29,4.57,2,53.912,19.519846,-96.91549,,,188.70969,13 / 16,86.4,88,4.046,334857,2014-11-08 13:58:29:917
-0.8452,1.634,9.4978,-0.9146,1.6214,9.6283,0.0694,0.0126,-0.1305,0.0522,0.0932,0.0171,-24.57,-11.98,-33.1,103.63,-9.52,5.43,2,57.54,19.519846,-96.91549,,,188.70969,dic-15,86.4,88,4.046,335358,2014-11-08 13:58:30:418
-0.6273,1.7238,9.5828,-0.8382,1.6314,9.6336,0.2109,0.0924,-0.0508,0.0405,0.0351,-0.0349,-25.11,-12.05,-32.37,103.98,-9.58,4.97,2,57.624,19.519846,-96.91549,,,188.70969,dic-15,86.4,88,4.046,335858,2014-11-08 13:58:30:918
-0.5782,1.555,9.4763,-0.8466,1.6198,9.6348,0.2684,-0.0648,-0.1586,-0.0024,0.0444,-0.0124,-25.26,-12.09,-32.35,104.03,-9.5,5.31,2,55.416,19.519846,-96.91549,,,188.70969,dic-15,86.4,88,4.046,336358,2014-11-08 13:58:31:418
-0.723,1.6795,9.481,-0.8604,1.6156,9.6343,0.1374,0.0639,-0.1533,0.0063,0.0051,0.0085,-24.72,-12.28,-32.59,104.02,-9.52,5.08,2,55.548,19.519846,-96.91549,,,188.70969,dic-15,86.4,88,4.046,336858,2014-11-08 13:58:31:918
-1.0271,1.992,10.5656,-0.9035,1.7784,9.6016,-0.1236,0.2136,0.964,0.1357,-0.0083,-0.0246,-24.57,-12.86,-32.23,104.92,-10.45,5.38,2,68.623,19.519846,-96.91549,,,188.70969,nov-15,86.4,88,4.046,337359,2014-11-08 13:58:32:419
-0.7841,3.1196,8.2648,-1.3984,3.6484,8.9947,0.6143,-0.5288,-0.7299,-0.302,0.2808,0.1976,-23.76,-16.36,-31.77,98.85,-21.84,8.84,2,75.332,19.519846,-96.91549,,,188.70969,nov-15,86.4,88,4.046,337860,2014-11-08 13:58:32:920
0.146,2.8659,8.5389,-2.2973,3.2082,8.9778,2.4434,-0.3423,-0.4388,0.2567,0.8325,-0.78,-21.8,-15.35,-34.15,98.29,-18.18,10.74,2,74.761,19.519846,-96.91549,,,188.70969,oct-15,86.4,88,4.046,338362,2014-11-08 13:58:33:422
-3.2836,1.6927,9.7312,-1.9425,2.4351,9.2988,-1.3411,-0.7424,0.4325,0.1313,0.4306,0.468,-15.59,-27.36,-28.47,127.39,-18.03,9.47,2,63.036,19.519846,-96.91549,,,188.70969,oct-15,86.4,88,4.046,338862,2014-11-08 13:58:33:922
-0.8308,3.1723,10.2544,-2.1901,1.8823,9.3718,1.3593,1.29,0.8826,-0.1752,-0.2457,0.0205,-20.26,-13.87,-35.4,106.39,-11.07,13.15,2,66.532,19.519846,-96.91549,,,188.70969,dic-16,86.4,88,4.046,339363,2014-11-08 13:58:34:423
-2.0051,2.4181,8.5677,-1.7323,1.922,9.4591,-0.2728,0.4961,-0.8915,0.3352,-0.0317,-0.6485,-20.16,-18.78,-33.11,116.86,-11.3,10.38,2,72.278,19.519148,-96.91512,,,77.41935,dic-16,86.4,88,4.046,339864,2014-11-08 13:58:34:924
0.1844,2.7545,11.236,-1.7397,2.3325,9.365,1.924,0.422,1.871,0.5675,-0.3211,-1.2672,-13.59,-28.77,-28.69,139.09,-13.76,10.52,2,74.247,19.519148,-96.91512,,,77.41935,13 / 16,86.4,88,4.046,340365,2014-11-08 13:58:35:425
-1.5957,4.4377,9.8414,-0.6094,3.7718,9.0318,-0.9863,0.6659,0.8096,-0.445,-0.1242,-1.1916,5.53,-38.01,-16.55,177.69,-23.02,3.86,2,56.47,19.519148,-96.91512,,,77.41935,13 / 16,86.4,88,4.046,340865,2014-11-08 13:58:35:925
-1.482,3.2094,9.1686,-1.3866,3.6954,8.9773,-0.0954,-0.4859,0.1913,0.8012,0.2881,-0.9174,21.83,-31.24,-18.1,222.08,-19.31,4.41,2,56.135,19.519148,-96.91512,,,77.41935,14 / 16,86.4,88,4.046,341365,2014-11-08 13:58:36:425
-0.3759,4.7645,7.1994,-0.7735,4.0814,8.8834,0.3976,0.6831,-1.684,-0.3909,-0.1749,-0.3125,31.26,-20.05,-21.46,253.95,-24.59,4.98,2,65.405,19.519148,-96.91512,,,77.41935,14 / 16,86.4,88,4.046,341865,2014-11-08 13:58:36:925
-2.0937,5.0518,7.0366,-0.0187,4.0105,8.9491,-2.0751,1.0413,-1.9125,-0.1874,0.2537,-0.0617,29.07,-18.4,-26.14,258.73,-24.14,0.12,2,56.173,19.519148,-96.91512,,,77.41935,14 / 15,86.4,88,4.046,342365,2014-11-08 13:58:37:425
0.9194,4.306,8.4695,0.3241,4.9256,8.4737,1.2704,-1.2289,0.568,0.1191,-0.0217,-0.2313,27.77,-22.38,-23.71,255.42,-30.15,-2.19,2,55.738,19.519148,-96.91512,,,77.41935,14 / 15,86.4,88,4.046,342865,2014-11-08 13:58:37:925
-0.4788,6.1148,7.2089,0.8928,4.8055,8.5018,-0.7624,0.5814,-0.5051,-0.0937,-0.4282,-0.1086,26.8,-18.59,-27.74,261.79,-29.34,-6,2,55.295,19.51953,-96.91548,4360.65,0.67,16.129032,15 / 15,86.4,88,4.046,343365,2014-11-08 13:58:38:425
0.1652,3.8547,7.4232,0.6552,4.5273,8.6743,-0.6875,-2.1858,-0.1247,0.326,0.3321,0.4902,26.29,-20.78,-26.42,254.57,-27.56,-5.82,2,55.605,19.51953,-96.91548,4360.65,0.67,16.129032,15 / 15,86.4,88,4.046,343865,2014-11-08 13:58:38:925
-1.1301,5.2002,9.2871,0.723,4.1494,8.8561,-0.1424,2.2204,0.8823,0.1132,-0.122,0.2501,22.17,-27.17,-23.44,236.89,-25.03,-4.67,2,55.453,19.51953,-96.91548,4360.65,0.67,16.129032,15 / 15,86.4,88,4.046,344365,2014-11-08 13:58:39:425
0.48,3.4369,9.2464,-1.4278,4.5284,8.5805,1.9078,-1.0915,0.6659,0.0566,0.5685,0.7546,20.37,-32.27,-15.91,221.43,-26.89,7.11,2,55.504,19.51953,-96.91548,4360.65,0.67,16.129032,15 / 15,86.4,88,4.046,344867,2014-11-08 13:58:39:927
-0.5112,5.0159,10.1742,-1.1277,4.4491,8.6663,0.6165,0.5668,1.5079,0.1449,-0.2694,0.1549,11.23,-36.11,-16.75,200.12,-26.98,7.41,2,55.954,19.51953,-96.91548,4360.65,0.67,16.129032,14 / 15,86.4,88,4.046,345368,2014-11-08 13:58:40:428
-0.4896,4.4017,9.256,-0.6767,3.8025,9.0141,0.1871,0.5992,0.2419,0.3621,-0.5165,-0.3547,9.39,-35.94,-19.02,195.61,-22.8,5.52,2,55.887,19.51953,-96.91548,4360.65,0.67,16.129032,14 / 15,86.4,88,4.046,345870,2014-11-08 13:58:40:930
-2.3774,2.411,9.1183,-1.2399,3.4742,9.0864,-1.1376,-1.0632,0.0319,-0.0966,0.1261,0.3606,21.98,-28.94,-20.07,225.07,-20.75,7.77,2,56.072,19.519524,-96.91549,4360.65,0.9,16.129032,14 / 15,86.4,88,4.046,346370,2014-11-08 13:58:41:430
0.2466,2.4421,10.8565,-1.0234,2.7474,9.3581,1.27,-0.3053,1.4984,0.3738,0.4189,0.922,14.49,-31.39,-23.54,206.37,-15.39,5.83,2,56.615,19.519524,-96.91549,4360.65,0.9,16.129032,14 / 15,86.4,88,4.046,346871,2014-11-08 13:58:41:931
-2.1524,2.8563,9.3446,-1.4364,3.3197,9.1152,-0.716,-0.4634,0.2294,-0.2279,0.4492,0.8695,-0.56,-35.66,-22.3,170.57,-19.79,8.96,2,56.444,19.519524,-96.91549,4360.65,0.9,16.129032,14 / 15,86.4,88,4.046,347371,2014-11-08 13:58:42:431
-1.3994,3.8295,9.5756,-1.4839,3.6489,8.9807,0.0845,0.1806,0.5949,-0.0927,-0.7773,-0.4001,-6.11,-34.46,-23.03,157.62,-21.84,9.38,2,56.189,19.519524,-96.91549,4360.65,0.9,16.129032,14 / 15,86.4,88,4.046,347872,2014-11-08 13:58:42:932
-0.8655,3.7637,7.8865,-1.5047,2.8208,9.2709,0.6392,0.9428,-1.3844,-0.4645,-0.4323,0.5246,-2.9,-33.32,-25.81,163.69,-16.72,9.22,2,55.681,19.519524,-96.91549,4360.65,0.9,16.129032,14 / 14,86.4,88,4.046,348372,2014-11-08 13:58:43:432
-1.5897,2.5929,5.6072,-1.5962,4.0394,8.7924,0.0064,-1.4464,-3.1852,1.5049,-0.8569,1.4756,-15.16,-29.55,-26.39,132.7,-24.32,10.29,2,55.581,19.519524,-96.91549,4360.65,0.9,16.129032,14 / 14,86.4,88,4.046,348872,2014-11-08 13:58:43:932
-0.1951,3.9468,8.9016,-1.7726,3.8323,8.8511,1.5775,0.1145,0.0506,0.1859,-0.3343,-0.2911,-19.21,-22.66,-30.88,115.44,-23,11.32,2,55.497,19.519524,-96.91549,4360.65,0.9,16.129032,14 / 15,86.4,88,4.046,349372,2014-11-08 13:58:44:432
-2.6624,0.9373,9.5481,-1.7716,3.061,9.1467,-0.8908,-2.1237,0.4014,-0.829,-0.4311,-1.1767,-11.71,-31.13,-26.52,142.3,-18.19,10.96,2,56.993,19.519524,-96.91549,4360.65,0.9,16.129032,14 / 15,86.4,88,4.046,349872,2014-11-08 13:58:44:932
